,comments
3082,소시 컨셉이 애들취향 타겟으로 잡은것도있고 보면서 하하하 웃는것도 화면 잡히면 애새끼 같아 보일거같긴함.. 나도 어릴때야 소시 좋아했지 성인되서 소시보고 있으면 절라 없어보이긴함 어디가서 다큰남자가 소시 좋아한다고 하는 사람이 어딨냐... 솔직히 이해는 가 영화계라 어느정도 엄숙한 분위기는 깔고가기때문에 특히 배우들도 이미지 신경쓰겟지 알아서 그냥 그때 분위기상이라 받아들이는게 나을듯
3083,"2010 소녀시대 대종상 저 사건 기억함, 그때 소원을 말해봐로 최전성기 시절이었는데 어떻게 박수 한번 치는 사람이 없냐. 배우라고 다 돈 많이 버는 것도 아니고 가수들 무시를 왜 해"
3084,시상식에서 저러는건 가수를 무시해서 라기 보다는 동양종특 특히 한국 종특이 선비의 나라라서 그런듯 표정도 잘 드러내지않고 미국처럼 감정을 드러내는걸 체면 떨어진다고 생각함 무게잡는 습성임
3085,가수나 개그맨들이 배우로 진출하고 자기 밥그릇 뺏는것 같아서 쉴드 치는건 아닌가싶기도 하네요<br>만약 배우가 가수로 진출해서 가요무대서면 가수들 반응도 좋지만을 않을듯 다만 배우로 빠지는경우가 더 많기때문일 수도
3086,배우들 지들이 무슨 귀족이야? 내가 이래서 한국 드라마영화 안본다.
3087,이건 도저히 이해 못해요 아직도 배우가 뭔데여 .. 솔직히 가수들이 드라마 ost  안서주면 몰입안됨!!! 배우들만 시각으로만 된다는 생각은 안했으면...
3088,짜피 소녀시대가 거기 쳐 앉아 있는 배우들보다 돈 많이 벌고 더 유명함.
3089,결국 결론은 아이돌이든 배우든 개그맨이든 다 존중받을 가치가 있는 직업이고 존중받아야한다는 것<br>그 누구도 누군가의 직업을 무시하거나 내려다볼 권리가 없다
3090,"아닠ㅋ 아나운서를 무시하는 건 또 처음 들어보네,,,,"
3091,난 배우나 가수나 개그맨이나 다 같은 직업군아닌가 배우는 뭐가 다르지 허기사 대가리 텅텅빈 한 여배우가 일반인을 평민이라고 했다지~진짜 속으로 지가 귀족 정도는 된다고 생각하나~ 근데 부인과 자식까지 있는 가정을 깨는건 개돼지만도 못한데 말야 ~근데 누가 좀 말해봐요 배우들의 저 거만한 사고방식은 도데체 왜 그런건지 난 도통 이해가 안가네
3092,"AAA어워드 였나, 블랙핑크도 신인일 때 갔었는데 배우들이 지들 자리도 아니면서 존나 가오잡더라"
3093,개그맨들이 연기 더 잘하던데 ㅋ..머리도 더 좋고 똑똑하지 않나?
3094,그래 배우가 한작품하고 대박나서 부와명예가 축적되면 뭐라도 되는거마냥 우쭐하지 <br>돈처바르는거외에 돈과인기없음 <br>한순간에 거품처럼 사라질것들 ㅉㅉ<br>돈많음 일반인들도 떵떵거리면 잘산다<br>인성이 좋아야 배우라는직업이 고귀한거지<br>인성개차반이면 한낮 하찮은 광대에 불과하지..
3095,김영희는 할말없지 버스에서 오줌을싸질않나 더 말하기도싫으네 뿌린만큼 거두는법.
3096,근데 MAMA는 무시해서라기보단 분위기상 선곡이 잘못된 듯함 나이든 분들도 많고 점잖은 자린데 헐벗은듯 (그사람들 시점에선) 입고 교태부리는 듯한 춤에 헤벌레 덩실덩실 할수도 없고 그런 간극때문에 분위기 자체가 매우 불편?? 한듯한 느낌.  양희은 이라든가 이런 존경받는 중견가수 같은게 더 잘 어울리지 않았을까 싶다.  흥을 억지로 낼 수는 없잖은가.
3097,딴따라 서열 정리 해준다.<br><br>개그맨 &gt;&gt;&gt;&gt;&gt; 배우 &gt;&gt; 가수  <br><br>똑같은 개그 치는 애들은 개그맨이 아니다. 개그맨은 똑같은걸 할수가 없다.<br><br>배우는 연기의 몰입도니 어쩌고 저쩌고 해도 그냥 한번 감정선 잡으면 그걸 끌고 갈수는 있다.<br><br>가수는 립싱크도 많지만 한곡으로 평생을 우려먹는 경우도 많고 소속사의 영향력이 크지 개인의 역량은 크지 않다.<br><br>개인의 역량이 큰 가수는 90년대 00년대가 마지막이였다.  <br><br>니들이 음반을 안사던 그 시절부터 끝난것이고 원래 가수는 딴따라 중에서 제일 밑바닥이였다.<br><br>개그맨은 순발력이 중요한대 누구나 할수 있는것은 아니다.
3098,김영희는 원래 비호감으로 소문나서 누구나 무시한다는 말이 있네요.  김영희는 잘못된 예를 든것 같네요
3099,"댓글들 다 왜 이러지.. <br>특정배우만 그러는건데 왜 배우라는 직업만 안 좋게 얘기하는 건지..<br>꼭 가수나 개그맨,개그우먼 중에는 다 좋은 사람만 있단듯이 얘기 하고;; 댓글 쓸때 특정 배우라고 좀 적었으면;;;;"
3100,배우들 이슈 이용하는 정치인들이 배우들 보는 시선이랑 같은거네. 배우가 높은 급이라고 보면 안되지. 얼굴로 밥벌어먹는다 소리 들으면 억울하지 않나? 아이돌 보고 립싱크 하네 마네 할 입장이 아니지. 연예인들은 다 같은 동병상련이라고 봐야지. 직업에 귀천이 없다 머리 나쁜 것들아..
3101,"<a href=""https://www.youtube.com/watch?v=vX_05f36Ujs&amp;t=4m03s"">4:03</a> 아 깜짝이야 용선아...."
3102,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 용또니 볼 뚠뚠
3103,"김영희 분한테 반말하고 막말한 그 배우 진짜 인성 쓰레기다. 무슨 배우가 저 따위냐? 교육 덜 받았나? 아무리 개그먼이  우스워도 그렇지 초면부터 반말하고 막말하는거 진짜 개념 없는짓이다. 배우 교육 좀 제대로 시켜라. 사람이  할 수 있는 말이 있고 못할 말이있지, 나이 구별은 할 수있잖아ㅋㅋㅋ"
3104,그리고 오상진 경우는<br><br>처음 리포터했을때라니까<br>자료찾으면 누군지 바로 나오겄네
3105,"정웅인이 이영자 갈군적있음  본인 주연 영화에 이영자 케스팅 돼서 마음에 안들었다고 함<br>&quot;진짜 개그맨처럼 말고, 항상 절재하고, 사람만나서 인사할때도 개그맨처럼 인사하지 마라&quot;<br>이영자가 방송 선배에 학교 선배인데 ㅋㅋ 토크쇼중에 싸움 날뻔함 :0"
3106,둘다 다 같은 딴따라 아닌가? ㅋ 사실 배우俳優라는 한자 자체가 광대라는 뜻인데 ㅋㅋㅋㅋㅋ 그저 남들 앞에서 타인을 즐겁게 해주는 딴따라들일뿐 ㅋ
3107,아무리 잘나가도 딴따라 나부랭이가 아나운서를 무시한다고? 미췬 ㅋㅋㅋ
3108,사람위에 사람없고<br>사람밑에 사람없다.!<br>배우 뭐가 잘났다고<br>지랄들이냐?!<br>배우똥은 더러워<br>개두 안먹는단다!!
3109,아니 배우들아 그럼 너네 바닥도  얼굴마누좀 되면 어느정도 먹고 살수 있잖아 근데 아이돌은 춤도 잘 춰야하고 연기도 좀 되야하고 노래도 서서는 잘 불러야하는데 .... 니네는 암기력이랑 얼굴만 되면 되는데.....
3110,"김혜수 배우님이 새삼 더 멋지시긴하네요~!  포스있고 멋진 독보적인 여배우이신데도 , 시상식 무대 누구보다 즐기시고~ 신나게 즐기시던데~!  역시♡갓혜수배우님"
3111,지현우는 립싱크하는 가수를 안좋게 본거일 듯<br>지현우도 가수 출신이라
3112,밴드
3113,"진짜 코미디언이고 아이돌이고 뭐고 그냥 직업 자체에는 다 그 직업들이 하는 역할과 영향이 있음...진짜 뭐가 더 잘났다고 할 수 없는거임...물론 축하 공연에 흥미를 못 느낄순 있지망 예의상,자신을 축하해주려 직접와서 열심히 공연하는데 진짜 얼굴 근육 좀 쓰면 안되는건가?? 그냥 미소 좀만 띄워도 분위기 저러진 않지 진짜 어디를 비춰도 얼굴 저러고 있으면 저게 축하하는 분위기 인줄도 모르겠다...진짜 직업들 다 하대하고 말고가 없이 직업이 있는 모든 사람들 다 대단한거야...저런 대우 받을 필요없이...."
3114,오상진...ㅋㅋㅋ 저런말할<br>입장이되나?? 직접 겪어 본 사람은<br>알지
3115,왜요..? 넘 궁금해요
3116,배우들 더러운 건 알아줘야지ㅋㅋㅋㅋㅋ
3117,해외 영화관련 시상식 축하무대 보면 배우들 리액션이 한국이랑 틀리죠. 연말시상식에서도 연기대상은 안봅니다.
3118,"배우가 빌런이네. 어쩐지 난 이상하게도 배우를 좋아해본적이없다. 어떤드라마나 영화를봐도. 난 무조건 가수팬이엇찌. 솔까 배우들이 뭐그리 대단한데? 존나 어이없네. 지들이 대단한줄아나ㅡㅡ 표정 진짜 얼탱이없네. 나도 소녀시대는 좋아하지않지만 아무리 그래도 그표정들은 선을 심하게 넘엇다. 윤여정 표정 시발. 지금 윤스테이 하고잇는데 안봐야겟다. 재미도없어보이던데. 박서준, 최우식빨이지. 그딴 늙은이를 왜보는데."
3119,가수나 배우나 개그맨이나 다 똑같은 연예인인데 급을 왜나눠ㅋㅋㅋ 지들이 귀족도 아니고
3120,그런데 여러분 여기서 확실히 해두셔야 할건 모든 배우분들이 그런 마인드로 일하시는건 아니니까 직업자체는 욕하지 맙시다!! 착하신분들도 얼마나 많은데요..
3121,와 무시한 배우 누구지?? 진짜 소름이다...ㅋㅋ
3122,개그맨. 개그우먼들중에 머리 나쁜 사람은 없다.<br>배우들이 물론 다 그런건 아니겠지만 진짜<br>골 빈 배우들이 은근  많다.<br>지만 잘난줄 알고 ㅡ.ㅡ
3123,툭 까놓고 잠깐 스치듯 연극 한번 해봤지만 배우가 제일 쉬운거 같드라. 노래하고 춤추는거 졸 어려워.
3124,진짜 배우들 진짜 끌어내려야함 재수 너무 없음
3125,당연한걸 방송하냐?호스트빠10년차일했다전부다자기보다못생긴놈이나한테안기면다무시한다 그냥사람이그런거다연예인들도 자기보다인기없고못났으면그냥까불지말고끄지라마인드솔직하고좋지뭐
3126,같은 예술 을 하는 사람들 아닌가...<br>연예계에 있는 배우들조차도 아이돌을 저렇게 무시하고 딴따라 취급하니까 기자들 언론들 태도가 이해가 가네 <br>해외에서 국위선양하고 한국문화에 관심가지게 하는거 드라마만 영화만 하고 있는거 아니다. <br>딴따라 배우들 자기 대선배들이 어떻게 행동하는지 보고 정신차렸으면 ....
3127,개그맨이 젤똑똑해
3128,착각하나봐 지들이 귀족이고 가수 코미디언들은 광대들이라고 재수없어
3129,남배우들이  소녀시대보고 안웃는건 괜히 스캔들나고  엮이게 기사날까바일듯  헤벌쭉 해보이는것도  욕할것들이 ㅡㅡ
3130,인간이 지구촌에 사는 한 계급은 존재합니다. 지극히 정상적인 자연현상이지요. 이걸 부정하고 계급을 소멸하겠다고 나서는 정당이 있으니 그것이 공산당이구요. 서열이 없이 다 막 먹으려 들면 세상은 혼란에 빠집니다. 물론 잘 나가는 사람이 대놓고 자신보다 못한 사람을 무시하는거는 옳지 않아요. 사람마다 신사적이면 좋지요.
3131,허세지ㅡ 핑계는ㅡㅡ
3132,신인급 연기자들보다  희극인들  연기력이 서너배이상인 경우가 허다함
3133,배우들 한국영화 사수하자는 스크린 쿼터제 외쳐대면서 타고 다니는 차는 외제차
3134,평균실력은 코메디언들이 압도적으로 높음
3135,mama에서 배우들 나와서 시상하는거 어떻게보면 전세계 인기 아이돌에 뭍어 얼굴홍보하는거나 다름 없음 한국에서나 알아주지 외국에서 한국아이돌이나 한국배우중 누굴 더 많이 알겠어 옛날이야 배우중심이였지만
3136,뜬금없을수도 있지만 오상진씨 지붕뚫고 하이킥에 나왓던데
3137,같은 딴따라끼리 먼 지랄인겨ㅋ
3138,배우가 뭐라고ㅋㅋ
3139,가수든 배우든 서로급따지는거 보다 방송국 제발 코미디언좀 대우 잘해줬으면 좋겠다... 어디가든 다 코미디언은 가볍게보고 배우출연해주면 띄워주고 최고라그러는데 코미디언은 장도연말처럼 하대함
3140,"난 솔직히 배우보다 아이돌들이 더 대단함, 연기<br>잘하시면서 표정연기라도 좀 하지 ㅋ"
3141,근데 주변 분위기도 한몫 했을거고 배우들이 가진 이미지도 있으니까 무표정이었을수도있음<br>뭐 깔본다느니 뭐하는지 모르겠다는 표정이느니 본인이 아니고서야 어떻게 앎? 너무 몰아가진 말자
3142,방송국도 무시하고 갑질하는데<br>배우들이라고 안할까요.
3143,소녀시대는 배우들 커버치자면 여배우는 모르겠고 남자배우들은 거기다 대고 하앍거기도 애매함 ㅋㅋ 카메라 꺼지면 백퍼 입벌리고 볼듯
3144,시상식에서 배우들 꼴같잖을 때마다 사람들이 바라는 건 고작 박수정도인데 배우 옹호하는 인간들은 그럼 뭐 일어나서 춤이라도 출까?로 받아서 빡침ㅋㅋ
3145,김영희한테 함부로 한 연예인 지금도 어디서 다른사람한테 똑같이 하고 있을텐데 누군지 쫌 드러났으면 좋겠다^^ 그리고 지현우같은 사람들은 자기가 똑같이 무대 연습하는거 해봐야함 맨날 연기만 하고있으니까 노래 부르면서 춤추는 게 얼마나 힘든지 모름 애초에 누군가를 무시한다는 건 인성 자체가 안좋은듯;;
3146,김영희는 무시받고 똥취급받아 마땅한데 멀 ㅎ
3147,"자기들끼리 남을 향해 동경의 마음으로 스스로 급을 낮게잡는건 이해가감. 헐리웃배우들도 고령배우들 고 숀코너리같은 배우들 나오면 젊은 배우들 눈돌아가지않던가..? 타이타닉때문에 레오나르도 나오면 여배우들 막 난리나는거처럼 ㅋㅋㅋ 근데 그건 남을 동경하거나 하기때문에 본인을 낮추는거지만, 자기가 높은 위치라고 생각하고 남 무시하는건 결국, 주식시장만큼 인기가 왔다갔다하는 연예인들은 더더욱 그렇겠지만. 본인들한테 그대로 돌아오는듯."
3148,개그맨들 보면 정말 머리 좋다고 생각했는데 하대를 받다니 너무 놀랍고 개선되었으면 좋겠네요.
3149,"<a href=""https://www.youtube.com/watch?v=vX_05f36Ujs&amp;t=4m08s"">4:08</a> 아이돌무시했던게 자랑이다"
