,0
72452,돈에 환장한 놈으로 인해 아까운 생명이 제물이 되었구나. 맘몬(돈의 신)은 악마이니라.
72453,뒷바퀴가 앞바퀴를 따라가지못헤서 사고가났다????<br><br>그저 웃음만 나온다  <br><br>심진화님 고맙습니다
72454,꽃 한 송이를 짓밟았네
72455,2008년 sbs개그프로 전성기였을때네 ㅜㅜ
72456,소속사 이름 알고싶다 정말!!!
72457,이거 어떻게 해결됐나요??? 저대로 끝난건가요?
72458,정치인들을 왜 뽑는지 모르겠음 이런거 해결하라고 뽑아놨더니 밥그릇 챙기기바쁨<br>결국 대한민국은 모든게 커넥션임<br>입으로만 사람이 먼저다 공정한세상 ㅇㅈㄹ하지 <br>국민 개돼지로보는 쓰레기나라
72459,보상금도 안줬다고?? 너무 하잖아 이건… 심진화씨 진짜 멋진 사람이이네.
72460,연예인 이란 직업  남들은 부러워 할지 모르지만  정말 힘들고 고된 직업 항상 저승 사자밥 등에지고 다니는 직업 입니다  그냥 티비에서 보는게 전부가 아닙니다
72461,소속사 대표  너무 하네 누구인지 몰라도  사람 죽은것도  부모님에게 너무 힘들텐데 돈도 안주고
72462,기획사 사장 권한<br>1. 강간 가능<br>2. 소속연예인 사망보험금 수령 가능
72463,우는 모습 뒤에 다릴 꼬고 있네?
72464,"대한민국 적폐집군.<br>1  사이비종교집단<br>2 국짐당과 언론<br>3 검찰, 사법부<br>4 방송연예기획사"
72465,여가부
72466,근데 사망보험 수령금을 기획사가 받을수 있게 계약을 해주는  보험 회사도 잘못 아닌가요. 정말 이해가 안돼는 계약 이자나요..  기가 찬다..  이놈의 양심을 팔아먹은 인간들... 악마들
72467,점만한 매먼 ㅆ레기들..
72468,진짜 천벌받을것들~
72469,"와~저러고도 아직도 연예관련 기획사를 할수 있다니…어떻게 저 기획사를 소송해서라도 보상금을 받아낼 방법이 없는 건가요? 사망보험금이 1억인데… 지들은 보험사로부터 돈 받아 챙기고서 절반인 5천만원 합의금을 여태 다 지급하지 않고 미루고 있다는게 말이 되나? 악질 중에 악질인 기획사네. 합의할때 외는 한번도 오지도 않았다는게 아버님과 심진화의 증언도 있는데, 7번 만났다고? 엉터리고 사기꾼 수준의 저런 기획사가 버젖이 아직도 존재 한다는게 믿기지 않는다..저런 곳은 탈세도 밥먹듯 할게 뻔하다."
72470,경찰은 재조사를 하기바람 니다
72471,스타라햇니<br>별라보이려<br>화려한뒤에는?<br>원래그래<br> 연예인조은거아니야<br>모두꿈을깨<br>우쭐거릴이유도없다<br>평범하게살라ㅡ
72472,심진화씨 보면 선한 분이네!! 심진화 흥해라!
72473,메다기를아무나꺾는줄아냐 죧ㅂㅅ들이 애먼사람들죽였구만 으이구
72474,웃찾사개그맨들 예전개그맨출신<br>박*대가 대표로 있었던 기획사소속이였지않나요?<br>노예계약으로 문제되서 뒤에  친인척을 대표로 바꾸고 어쩌고 했다던데
72475,그러든지 말든지..<br>연예뉴스엔 관심음오...
72476,돈먹었지 씁세들
72477,"정말 말도 안되네요.....차에 탄 분들, 운전하시는 분..다 얼마나 무서웠을까요.... 정말 그러다 사람이 죽든 말든 상관 안 한 거네요 기획사 사장은..... 정말  잔인합니다....."
72478,차터지는거 아니냐... <br>그런 농담을 한다는거 자체도 전체가 안전불감증.<br>다 제정신이 아니죠... 어떻게 200을 밟고 가죠?
72479,나쁜놈이 더 잘살다 저 나쁜놈은 공론화 시켜서 사회에서 매장 시켜야 또 다른 피해자 안 생기다
72480,연예계내의..기획사들..<br>정화 작업을해야할것이다.<br>이럴때..삼청교육대가.필요한데...
72481,하..부모님들 너무 안타까워.. 어쩌면 좋아 ㅠㅠ
72482,연예인은 순진하게 데뷰하고 소속사는 반달들이지  뭐
72483,소속사는 뭐하는 곳 ?
72484,08년도 방송내용이랴... 기획사 누구냐?
72485,보다보다 🐕‍🦺같아서 못보겠네.<br>죽은것도 억울한데 사망보험금을 기획사에서 가져간다니 이게말이냐 개짖는소리냐<br>방송에서 SM이면 우리가 아는 수만이 아니냐?<br>젖같네
72486,보아 이사
72487,소속사<br>박승대의 스마일매니아<br>그후 박승대의 매형 김씨가 대표이사되고 이엔티팩토리로 개명.
72488,"@Stark Ur 원소속사인 개그스테이션이 미녀삼총사 멤버의 소속권을 가지고 있고, 우리에게 대행을 하도록 해준 것인데 지난 2007년 1월17일 이들이 개그스테이션과의 계약이 끝나 그 이후로 본격적으로 우리와 활동을 하기로 하고 개그스테이션과 계약을 진행하고 있는 중이었다&quot;며 &quot;그 이후 장경희와만 계약하고 심진화와는 계약하지 않았는데, 2006년 12월30일에 월급을 달라고 해 보내줬더니 이듬해 1월30일에도 또 월급을 달라고 문자메시지를 보냈다&quot;고 주장했다<br>ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ<br>복잡하네요 사고날까지는 개그스테이션 소속이고 하은엔터는 대행업무이고"
72489,좌표가 잘못되었네요.  전 하은 엔터테인먼트 대표 김성광 입니다. Beyond ENT 이사로 재직중
72490,오늘도 내일도 좋은 일 가득한 하루 보내십쇼
72491,인간이 아니다 댓글보니 스토리가. 박승대냐 그렇게 살고싶냐
72492,@Railway Galaxy 예스
72493,이때 진짜  충격적이 였는데... 이런 일이 또 있었네...나쁜놈들 진짜
72494,당신의 용기를 응원합니다 <br>진실은 밝혀져야 합니다 <br>심진화님 <br>이 문제 계속 관심 갖겠습니다
72495,"<a href=""https://youtu.be/QPUjV7epJqE"">https://youtu.be/QPUjV7epJqE</a>"
72496,대박
72497,"<a href=""https://youtu.be/QPUjV7epJqE"">https://youtu.be/QPUjV7epJqE</a>"
72498,진짜 심진화 님 진실을 밝히기 위해! 멋지십니다ㅠㅠ 저 당시에 블랙박스나 폰 자동 녹음 기능같은 건 없었던 거겠죠?ㅠ 너무 안타깝습니다<br>그래도 이렇게 억울한 죽음에 대한 진상을 밝히려 노력해주셔서 고 김형은 님은 마음 편히 눈을 감으셨을 것 같아요 미녀삼총사 정말 좋아했었는데 저 당시에 기사 뜨고 너무 슬펐습니다ㅠ
72499,"<a href=""https://youtu.be/QPUjV7epJqE"">https://youtu.be/QPUjV7epJqE</a>"
72500,참~~아직도 저런회사가 있다니~~
72501,"<a href=""https://youtu.be/QPUjV7epJqE"">https://youtu.be/QPUjV7epJqE</a>"
72502,이런 개같은 보험상품이 어딨냐 진짜 개 쓰레기들 진짜..
72503,"<a href=""https://youtu.be/QPUjV7epJqE"">https://youtu.be/QPUjV7epJqE</a>"
72504,주 40시간을 연예계에도 적용 시켜야함 개넘들 진짜...인권 착취 너무 심해...
72505,"<a href=""https://youtu.be/QPUjV7epJqE"">https://youtu.be/QPUjV7epJqE</a>"
72506,미쳤네..사망보험금을 소속사가 왜쳐가져가냐??도저히 이해가 안가네
72507,개 망나니<br>소속사네요
72508,이런 양아치 연예기획사들이 애들 피 빨고 벌은 돈으로 호화생활하고 윤짜장 같은 검새들과 술자리에서 연습생들 몸팔아 앵벌이 시키고 사세를 불법으로 확장하는거다. 이런 기획사와 검찰의 공생속에서ㅠ연습생과 연예인들 피만 빨리는거지
72509,사망보험금을 소속사가 가져가는게 말이 되나요. 일부러 죽인 살인자네
72510,다시한번들어꺼내서 사장이 먹은돈 지금시세로 환수받고 유가족한테 배상해야함 그리고 매장시켜버리자
72511,소속사가 살인자네 !!<br>미친것을.. 지금이라도 돈 다 토해내고 보상하고 꺼져라!!
72512,와 보험금 1억 가져가놓고 보상금 2400준거냐... 보험금에 위로금 얹어줘도 모자랄판에...<br>개쓰레기들
72513,ㄱ획사가 그간 피 빨아 머근거 몇배로 토해야 할듯… 그나 저나 카니발로 저 도로를 200km이상 속도로 그것도 8명나 탑승했다면 아무리 베스트 드라이버라고해도 자살행위임
72514,지금도 연예계 어느 소속사들은 그렇다는데 연예계 관심없는 나도 알 정도인데 옛날에 티아라랑 씨야 sg워너비 박효신....말고도 가수분들 연예인분들 너무 많은데 너무 무리하게 일정잡고 잠도 차로 이동할때 쪽잠자고 길면 2~3시간 잤다는데 콘서트때도 목소리 다 쉬고 노래했다는데 돈도 제대로 못받았다고 소속사랑 분쟁하는거 유명했음
72515,사망 당일 소속사 식구끼리 스키타러 간게 더 어이없어;; 1억받는다는 생각으로 들떠있었을거 아냐
72516,경찰도 진짜 월급도둑들
72517,소속사ㅣ사장 이름좀 공개해주세요
72518,지금은 제대로 해결이 되었나?
72519,역시 견찰..
72520,역시 현실은 드러워 이것도 보면서 피식 하겠지 돈 만 주면되는나라
72521,"<a href=""https://www.youtube.com/watch?v=5xlPDyycgqY&amp;t=10m45s"">10:45</a> &#39;간단한 사건이에요 이건&#39; 이라고..??<br>사람이 죽었는데 어떻게 이따위 답변을 하지..?"
72522,야 이노옴들아 누구양?? <br>존칭 써라 드런 것들아
72523,저대표 진짜 양아치네 합의금1억 사망보험금나온거주고 합의했어도 양아치인데 회사어렵다고 5천? 그마저도 절반만주고 어이없다 저러인간이하들 잘쳐먹고 잘살고 있겠지
72524,26........와 진짜 꽃다운나이였다...<br>이맘때 내가 중학생이였었나..무튼...<br>하.. 진짜 이제와 생각해보니 너무나도 이쁜나이였구나..
72525,장례식장 카메라 셔터 반짝반짝만 봐도....깝깝하다 그냥.....
72526,판사 누군데? 보나마나  돈먹고  그지같은 판결했겠지?<br>그래놓고 지금도 엄청 잘먹고 잘살고있겠지 !! <br>이때나 지금이나 ㅜㅜ 지긋지긋하다....
72527,"미쳤다 진짜,, 이 때 너무 놀래고 충격적이어서 기억하는데 이렇게 가슴 아픈 일이 있는 줄은 몰랐어요,, 지금이라도 응당한 처벌을 받기를 바랍니다 많은 사람들의 가슴에 대못을 박아놓고 뻔뻔하게 살아가지 않았으면 좋겠네요"
72528,"단체보험이라서  아마  사업주가  받아서  주게되는거로 아는데,  보통  사업장들  단체가입 하면  다  저러는데"
72529,심진화님<br>연예인활동 생각하면 쉽지않은일인데<br>대단한 용기네요 존경스럽습니다
72530,으이그 돈이 뭐길래<br>귀신씌이지 않고서야 딴소리하냐 소속사야
72531,아니 다른걸 떠나서 빈소에서 기자회견 정신머리 있냐..
72532,이거 그 말많고 탈 많았었던 황마담 기획사였었군
72533,보험금을 소속사가 가져가?<br>나쁜 시키들.
72534,저때는 저렇게 시신을 장례식장에서 저렇게 뒀었나.......? 근데 정말로 내가 친하던 친구가 어제까지 말하다가 저렇게 내 눈 앞에 관 안에 있음 제정신 아닐거 같다 나는
72535,인간이 아니네요. 소속사 이름이 뭐예요?
72536,흡혈귀 같은 엔터테인먼트 회사 ㄱ
72537,소속사 대표 눈군가요?
72538,"12월 16일에 동료인 심진화, 장경희 등과 함께 강원도 용평리조트에 가던 중 시속 200킬로미터[6][7]의 과속으로 인한 연쇄 추돌사고를 당해 3, 4번의 목뼈가 탈골되는 심각한 부상을 입었다. 이것 때문에 사고 당시 그 자리에서 의식을 잃었고, 이 과정에서 탈골된 목뼈로 인해 목뼈 신경까지 절단되어 결국 전신마비 판정까지 받았다. 그로부터 사고를 당한 지 10일이나 지난 26일에서야 무려 9시간에 걸쳐 탈골된 3,4번 목뼈를 제자리로 돌려놓는 대수술까지 했다.[8]<br><br>그러나 이 수술 과정에서 목혈관 손상으로 인한 과다출혈이 발생, 급기야 12월 30일에는 심장마비가 와서 생명이 위독해졌다. 다행히 응급처치로 인해 고비는 넘겼지만, 이미 크게 손상된 갈비뼈에 다시 손상을 입어 심장박동기에 의존하는 상황에 놓였고, 심장마비가 재발할 경우 심폐소생이 불가능하여 마음의 준비를 해야한다는 의료진의 통보까지 받았다. 그러다가 약 12일 정도가 지난 2007년 1월 10일 새벽 1시경에 심장마비로 끝내 사망하였다. 이 사고로 미녀 삼총사는 해체되었다. 이때가 향년 25세이며, 죽기 직전에 &#39;나 살고 싶다&#39; 는 말을 하여 모두를 안타깝게 하였다.[9]<br><br>동기들과의 우애가 좋았으며, 그녀가 세상을 떠났을 때 슬퍼하고 안타까워하는 희극인들 중에서도 목놓아우는"
72539,"미녀삼총사 이분들 많이 좋아했는데..<br>그래서 많이 슬펐었던게 생생합니다<br>형은씨 부모님 힘내시고 진화씨도 하고자하는일, 소원하는일 이뤄지게 뒤에서 응원할게요~소속사대표님<br>뿌린대로거둔다 라는 말이있습니다<br>본인한테고스란히 당신스스로 감당해야할겁니다"
72540,소속사는 개그스테이션  대표 ㅊㅇㅅ 폐업상태
72541,아니 200키로 넘게 달릴 수 있는 도로가 없는데 왜 차를 그렇게 만드는건지.. 최고 120키로면 충분하다
72542,멋져요
72543,형은양부모님제대로된보상도못받고!! 모친보니슬프넷 문디들 나쁜소속사대표!!
72544,그래서 소속사대표 실명이 뭔가요?
72545,"심진화씨...몰랐었는데...<br>저런 사람이 잘돼서 다행이고, 좋다.<br>저런 친구 둔 형은씨는 좋은곳가서 있을거라 생각된다."
72546,김형은님 진짜 좋아했는데 이런 사실이 있었다니 이제 알아봐서 너무 통탄합니다.. 하늘에서 좋은 일들만 가득하실겁니다 분명💪🏻
